情報処理
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,30,0,0,0,0,0,30,,
,専門的能力,50,0,0,0,0,0,50,,
,分野横断的能力,20,0,0,0,0,0,20,,
,,,,,,,,,,

応用数学（5年）
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,0,20,100,,
,基礎的能力,30,0,0,10,0,20,60,,
,専門的能力,40,0,0,0,0,0,40,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

発変電工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,0,0,10,0,10,100,,
,基礎的能力,30,0,0,10,0,0,40,,
,専門的能力,30,0,0,0,0,0,30,,
,分野横断的能力,20,0,0,0,0,10,30,,
,,,,,,,,,,

制御工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,90,0,0,10,0,0,100,,
,基礎的能力,10,0,0,0,0,0,10,,
,専門的能力,80,0,0,10,0,0,90,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

ディジタル回路
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,30,0,0,0,0,0,30,,
,専門的能力,50,0,0,0,0,0,50,,
,分野横断的能力,20,0,0,0,0,0,20,,
,,,,,,,,,,

工業英語（電気・電子）
,,レポート,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,30,0,0,100,,
,基礎的能力,50,0,0,30,0,0,80,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

機械工学概論
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,90,0,0,10,0,0,100,,
,基礎的能力,90,0,0,10,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電気電子工学実験・実習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,20,0,80,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,80,80,,
,分野横断的能力,0,0,0,20,0,0,20,,
,,,,,,,,,,

卒業研究
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,30,0,0,40,30,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,30,0,0,40,30,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

ソフトウエア工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,50,0,0,0,0,0,50,,
,専門的能力,40,0,0,0,0,0,40,,
,分野横断的能力,10,0,0,0,0,0,10,,
,,,,,,,,,,

電気法規及び電気施設管理
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,90,0,0,10,0,0,100,,
,基礎的能力,60,0,0,10,0,0,70,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,10,0,0,0,0,0,10,,
,,,,,,,,,,

ネットワークシステム
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,100,0,0,0,0,100,,
,基礎的能力,0,40,0,0,0,0,40,,
,専門的能力,0,40,0,0,0,0,40,,
,分野横断的能力,0,20,0,0,0,0,20,,
,,,,,,,,,,

送配電工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,0,0,10,0,10,100,,
,基礎的能力,40,0,0,10,0,10,60,,
,専門的能力,30,0,0,0,0,0,30,,
,分野横断的能力,10,0,0,0,0,0,10,,
,,,,,,,,,,

電子回路設計
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,40,0,40,0,20,0,100,,
,基礎的能力,20,0,0,0,0,0,20,,
,専門的能力,20,0,20,0,20,0,60,,
,分野横断的能力,0,0,20,0,0,0,20,,
,,,,,,,,,,

電気機器設計
,,試験,発表,相互評価,態度,ポートフォリオ,設計書,合計
,総合評価割合,30,0,0,10,0,60,100,,
,基礎的能力,10,0,0,10,0,30,50,,
,専門的能力,20,0,0,0,0,30,50,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

マイクロコンピュータ
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,0,0,0,0,30,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電気応用
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,90,0,0,10,0,0,100,,
,基礎的能力,50,0,0,10,0,0,60,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,20,0,0,0,0,0,20,,
,,,,,,,,,,

