電気電子基礎
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,20,30,0,0,100,,
,基礎的能力,50,20,30,0,0,100,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気回路論１
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,50,0,25,0,0,75,,
,専門的能力,20,0,5,0,0,25,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気磁気学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,10,10,0,10,100,,
,基礎的能力,15,0,0,0,0,15,,
,専門的能力,50,5,10,0,5,70,,
,分野横断的能力,5,5,0,0,5,15,,
,,,,,,,,,

電気電子工学実験１
,,定期試験,小テスト,ポートフォリオ,発表・他者評価,その他,合計
,総合評価割合,0,40,50,10,0,100,,
,基礎的能力,0,10,10,0,0,20,,
,専門的能力,0,30,20,0,0,50,,
,分野横断的能力,0,0,20,10,0,30,,
,,,,,,,,,

電気電子製図
,,定期試験,小テスト,ポートフォリオ,発表･取り組み姿勢,その他,合計
,総合評価割合,60,20,20,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,50,10,20,0,0,80,,
,分野横断的能力,0,10,0,0,0,10,,
,,,,,,,,,

電気回路論２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,0,0,20,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,80,0,0,0,20,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気磁気学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,20,0,5,0,0,25,,
,専門的能力,60,0,15,0,0,75,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電子工学
,,定期試験,小テスト,ポートフォリオ,発表,その他,合計
,総合評価割合,60,15,25,0,0,100,,
,基礎的能力,40,15,20,0,0,75,,
,専門的能力,20,0,5,0,0,25,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気機器工学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,20,20,0,0,100,,
,基礎的能力,20,0,0,0,0,20,,
,専門的能力,40,10,10,0,0,60,,
,分野横断的能力,0,10,10,0,0,20,,
,,,,,,,,,

電気計測
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,10,0,0,10,,
,専門的能力,70,0,20,0,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

ディジタル回路1
,,試験,小テスト,レポート・演習,発表,その他,合計
,総合評価割合,50,10,35,5,0,100,,
,基礎的能力,20,5,20,0,0,45,,
,専門的能力,30,5,15,0,0,50,,
,分野横断的能力,0,0,0,5,0,5,,
,,,,,,,,,

ディジタル回路2
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,50,10,35,5,0,100,,
,基礎的能力,20,5,20,0,0,45,,
,専門的能力,30,5,15,0,0,50,,
,分野横断的能力,0,0,0,5,0,5,,
,,,,,,,,,

電気電子工学実験２
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,0,20,60,0,20,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,20,60,0,0,80,,
,分野横断的能力,0,0,0,0,20,20,,
,,,,,,,,,

電気回路論３
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,60,30,10,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,60,30,10,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気磁気学３
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,10,0,5,0,0,15,,
,専門的能力,60,0,25,0,0,85,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電子回路
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,10,30,0,0,100,,
,基礎的能力,10,0,10,0,0,20,,
,専門的能力,50,10,20,0,0,80,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気電子材料
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,10,30,0,0,100,,
,基礎的能力,20,5,10,0,0,35,,
,専門的能力,40,5,20,0,0,65,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

半導体電子工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,10,30,0,0,100,,
,基礎的能力,20,0,10,0,0,30,,
,専門的能力,40,10,20,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気機器工学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,20,20,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,50,20,10,0,0,80,,
,分野横断的能力,0,0,10,0,0,10,,
,,,,,,,,,

送配電工学
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,20,0,10,0,0,30,,
,専門的能力,60,0,10,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

制御工学１
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,70,0,20,0,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

プログラミング実習
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,10,20,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,50,10,10,0,0,70,,
,分野横断的能力,10,0,10,0,0,20,,
,,,,,,,,,

電気電子工学実験３
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,20,60,0,20,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,20,60,0,10,90,,
,分野横断的能力,0,0,0,0,10,10,,
,,,,,,,,,

校外実習
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,30,30,40,100,,
,基礎的能力,0,0,10,10,10,30,,
,専門的能力,0,0,10,10,10,30,,
,分野横断的能力,0,0,10,10,20,40,,
,,,,,,,,,

電子回路設計製作実習
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,20,20,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,50,0,20,20,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

確率統計
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,0,40,0,100,,
,基礎的能力,30,0,0,0,20,0,50,,
,専門的能力,20,0,0,0,15,0,35,,
,分野横断的能力,10,0,0,0,5,0,15,,
,,,,,,,,,,

工業力学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,10,30,0,0,100,,
,基礎的能力,30,5,20,0,0,55,,
,専門的能力,30,5,10,0,0,45,,
,,,,,,,,,

電気電子工学総合演習
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,50,50,0,100,,
,基礎的能力,0,0,0,10,0,10,,
,専門的能力,0,0,50,40,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電子回路論
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,30,0,10,0,0,40,,
,専門的能力,50,0,10,0,0,60,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電磁波工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,20,0,5,0,0,25,,
,専門的能力,60,0,15,0,0,75,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

無線工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,00,0,5,0,0,5,,
,専門的能力,70,0,25,0,0,95,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

熱力学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,70,0,0,0,0,30,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

半導体デバイス
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,20,0,5,0,0,25,,
,専門的能力,60,0,15,0,0,75,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

パワーエレクトロニクス
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,40,0,0,100,,
,基礎的能力,20,0,20,0,0,40,,
,専門的能力,40,0,20,0,0,60,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

送配電工学
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,20,0,10,0,0,30,,
,専門的能力,60,0,10,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

制御工学２
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,70,0,20,0,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気電子工学実験４
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,30,60,10,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,30,60,0,0,90,,
,分野横断的能力,0,0,0,10,0,10,,
,,,,,,,,,

創造工学実習
