科学英語表現法Ⅰ
,,レポート,ALC課題,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,30,0,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,30,0,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

科学英語表現法Ⅱ
,,試験,小テスト,相互評価,クラス貢献度,ポートフォリオ,その他,合計
,総合評価割合,70,20,0,10,0,0,100,,
,基礎的能力,0,20,0,10,0,0,30,,
,専門的能力,70,0,0,0,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

グローバル倫理
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,60,0,0,40,0,100,,
,基礎的能力,0,20,0,0,20,0,40,,
,専門的能力,0,40,0,0,20,0,60,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

経営マネジメント
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,40,40,0,0,20,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,40,20,0,0,20,0,80,,
,分野横断的能力,0,20,0,0,0,0,20,,
,,,,,,,,,,

建築設計演習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,0,100,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,100,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

高度専門特別講義Ⅰ（都市・地域計画）
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,30,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,0,0,0,30,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

高度専門特別講義Ⅰ（各種コンクリート構造）
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,0,0,0,20,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,80,0,0,0,20,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

高度専門特別講義Ⅰ（近代デザイン史）
,,試験,発表,相互評価,態度,ポートフォリオ,レポート,合計
,総合評価割合,90,0,0,0,0,10,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,90,0,0,0,0,10,100,,
,,,,,,,,,,

プロジェクトデザイン工学総合ゼミⅠ
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,45,0,0,55,0,100,,
,基礎的能力,0,10,0,0,20,0,30,,
,専門的能力,0,35,0,0,20,0,55,,
,分野横断的能力,0,0,0,0,15,0,15,,
,,,,,,,,,,

応用研究
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,20,0,10,30,20,80,,
,基礎的能力,0,0,0,0,0,20,20,,
,専門的能力,0,20,0,0,30,0,50,,
,分野横断的能力,0,0,0,10,0,0,10,,
,,,,,,,,,,

高度専門特別講義Ⅰ（応用解析法）
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,30,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,0,0,0,30,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

高度専門特別講義Ⅰ（環境地盤力学）
