国語Ⅰ
,,試験,発表,相互評価,自己評価,課題,小テスト,合計
,総合評価割合,80,0,0,0,10,10,100,,
,基礎的能力,80,0,0,0,10,10,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

倫理
,,試験,発表,相互評価,自己評価,課題,小テスト,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,100,0,0,0,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

世界史
,,試験,発表,相互評価,自己評価,課題,小テスト,合計
,総合評価割合,0,0,0,0,0,0,0,,
,基礎的能力,0,0,0,0,１００,0,0,,
,専門的能力,0,0,0,0,０,0,0,,
,分野横断的能力,0,0,0,0,０,0,0,,
,,,,,,,,,,

基礎数学
,,試験,その他,合計
,総合評価割合,50,50,100,,
,基礎的能力,50,50,100,,
,専門的能力,0,0,0,,
,,,,,,

基礎数学演習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,50,0,0,0,50,0,100,,
,基礎的能力,50,0,0,0,50,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

物理Ⅰ
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,30,0,0,0,70,0,100,,
,基礎的能力,30,0,0,0,70,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

生物Ⅰ
,,試験,発表,相互評価,態度,課題,その他,合計
,総合評価割合,70,0,0,0,30,0,100,,
,基礎的能力,70,0,0,0,30,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

音楽
,,試験,発表,相互評価,態度,ポートフォリオ,課題,合計
,総合評価割合,40,40,0,0,0,20,100,,
,基礎的能力,40,20,0,0,0,20,80,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,20,0,0,0,0,20,,
,,,,,,,,,,

英語Ⅰ
,,試験,発表,自己評価,態度,課題,小テスト,合計
,総合評価割合,60,0,0,0,30,10,100,,
,基礎的能力,50,0,0,0,30,10,90,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,10,0,0,0,0,0,10,,
,,,,,,,,,,

英語表現Ⅰ
,,試験,発表,課題,自己評価,合計
,総合評価割合,50,10,30,10,100,,
,総合評価能力,0,0,0,0,0,,
,基礎的能力,50,10,30,10,100,,
,,,,,,,,

保健・体育Ⅰ
,,試験,発表,相互評価,授業態度,ポートフォリオ,小テスト,合計
,総合評価割合,0,0,0,20,30,50,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,20,30,50,100,,
,,,,,,,,,,

総合理工入門
,,試験,発表,相互評価,態度,ポートフォリオ,課題,合計
,総合評価割合,0,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,100,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

総合理工基礎
,,試験,発表,相互評価,態度,課題,その他,合計
,総合評価割合,65,0,0,0,35,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,65,0,0,0,35,0,100,,
