設計製図
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,10,0,10,80,0,100,,
,基礎的能力,0,5,0,5,40,0,50,,
,専門的能力,0,5,0,5,40,0,50,,
,,,,,,,,,,

練習船実習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,25,0,50,0,0,25,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,25,0,50,0,0,25,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

実験実習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,45,0,0,40,10,95,,
,基礎的能力,0,15,0,0,15,5,35,,
,専門的能力,0,15,0,0,15,5,35,,
,分野横断的能力,0,15,0,0,10,５,25,,
,,,,,,,,,,

内燃機関Ⅰ
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,20,0,100,,
,基礎的能力,30,0,0,5,10,0,45,,
,専門的能力,30,0,0,5,10,0,45,,
,分野横断的能力,10,0,0,0,0,0,10,,
,,,,,,,,,,

熱流体力学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,20,0,20,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,60,0,0,20,0,20,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

材料力学
,,試験,発表,レポート・課題,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,20,0,0,20,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,60,0,20,0,0,20,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

機関演習
,,試験,課題・ノート提出,小テスト,態度,ポートフォリオ,その他,合計
,総合評価割合,65,10,5,5,0,15,100,,
,基礎的能力,40,7,3,5,0,15,70,,
,専門的能力,25,3,2,0,0,0,30,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

機関英語
,,試験,ノート,課題,態度,ポートフォリオ,その他,合計
,総合評価割合,70,5,5,5,0,15,100,,
,基礎的能力,40,5,5,5,0,15,70,,
,専門的能力,30,0,0,0,0,0,30,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電気電子工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,小テスト,合計
,総合評価割合,70,0,0,0,10,0,20,100,,
,基礎的能力,20,0,0,0,10,0,10,40,,
,専門的能力,50,0,0,0,0,0,10,60,,
,分野横断的能力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

造船工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,20,0,100,,
,基礎的能力,35,0,0,10,10,0,55,,
,専門的能力,35,0,0,0,10,0,45,,
,,,,,,,,,,

練習船実習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,25,0,50,0,0,25,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,25,0,50,0,0,25,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

実験実習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,45,0,40,15,100,,
,基礎的能力,0,0,15,0,15,5,35,,
,専門的能力,0,0,15,0,15,5,35,,
,分野横断的能力,0,0,15,0,10,5,30,,
,,,,,,,,,,

電気機械Ⅰ
,,試験,課題・ノート提出,小テスト,態度,ポートフォリオ,その他,合計
,総合評価割合,65,10,5,5,0,15,100,,
,基礎的能力,40,7,3,5,0,15,70,,
,専門的能力,25,3,2,0,0,0,30,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

海事英語Ⅱ
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,0,0,0,0,,
