ものづくり実習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,30,0,70,100,,
,基礎的能力,0,0,0,30,0,0,30,,
,専門的能力,0,0,0,0,0,70,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

建築構造概論
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,100,0,0,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

建築設計製図Ⅰ
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,0,100,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,100,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

総合科目Ｂ　デザインコンテスト
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,50,0,0,50,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,50,0,0,50,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

グラフィックデザイン
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,50,25,0,0,25,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,50,25,0,0,25,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

構造力学概論
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,40,0,0,0,0,0,40,,
,専門的能力,60,0,0,0,0,0,60,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

プロジェクト実習Ⅰ（計画）
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,30,70,0,100,,
,基礎的能力,0,0,0,30,0,0,30,,
,専門的能力,0,0,0,0,70,0,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

プロジェクト実習Ⅰ（構造）
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,30,70,0,100,,
,基礎的能力,0,0,0,30,0,0,30,,
,専門的能力,0,0,0,0,70,0,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

