情報演習
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,50,0,0,35,0,15,100,,
,基礎的能力,25,0,0,15,0,0,40,,
,専門的能力,25,0,0,15,0,0,40,,
,分野横断的能力,0,0,0,5,0,15,20,,
,,,,,,,,,,

実験実習
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,0,0,50,0,50,0,100,,
,基礎的能力,0,0,10,0,10,0,20,,
,専門的能力,0,0,40,0,40,0,80,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電子制御工学基礎
,,定期試験,小テスト,レポート・課題,発表,成果品・実技,その他,合計
,総合評価割合,70,20,10,0,0,0,100,,
,基礎的能力,20,10,0,0,0,0,30,,
,専門的能力,50,10,10,0,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

技術者入門
,,試験,発表,課題,態度,ポートフォリオ,その他,合計
,総合評価割合,60,10,20,0,0,10,100,,
,基礎的能力,30,10,20,0,0,10,70,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,30,0,0,0,0,0,30,,
,,,,,,,,,,

実験実習
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,0,0,50,0,50,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,50,0,50,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電気磁気基礎
,,試験,レポート・課題,態度,その他,合計
,総合評価割合,60,30,10,0,100,,
,基礎的能力,20,10,10,0,40,,
,専門的能力,40,10,0,0,50,,
,分野横断的能力,0,10,0,0,10,,
,,,,,,,,

電気回路基礎
,,試験,発表,相互評価,態度,ポートフォリオ,課題,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,35,0,0,0,0,10,45,,
,専門的能力,35,0,0,0,0,20,55,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

情報処理Ⅰ
,,試験,課題,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,20,0,0,0,10,100,,
,基礎的能力,20,5,0,0,0,0,25,,
,専門的能力,50,10,0,0,0,0,60,,
,分野横断的能力,0,5,0,0,0,10,15,,
,,,,,,,,,,

プログラミング演習Ⅰ
,,試験,小テスト,レポート課題,態度,ポートフォリオ,その他,合計
,総合評価割合,0,30,50,0,0,20,100,,
,基礎的能力,0,20,25,0,0,0,45,,
,専門的能力,0,10,20,0,0,10,40,,
,分野横断的能力,0,0,5,0,0,10,15,,
,,,,,,,,,,

計測工学
,,試験,小テスト,レポート・課題,態度,その他,合計
,総合評価割合,60,10,20,10,0,100,,
,基礎的能力,25,0,5,10,0,40,,
,専門的能力,25,10,5,0,0,40,,
,分野横断的能力,10,0,10,0,0,20,,
,,,,,,,,,

電気回路
,,試験,レポート・課題,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,30,0,0,0,0,100,,
,基礎的能力,20,10,0,0,0,0,30,,
,専門的能力,50,20,0,0,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電子工学
,,試験,レポート,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,30,0,0,0,0,100,,
,基礎的能力,70,30,0,0,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

実験実習
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,0,0,50,0,50,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,50,0,50,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

情報処理Ⅱ
,,試験,課題,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,20,0,0,0,10,100,,
,基礎的能力,20,5,0,0,0,0,25,,
,専門的能力,50,10,0,0,0,0,60,,
,分野横断的能力,0,5,0,0,0,10,15,,
,,,,,,,,,,

プログラミング演習Ⅱ
,,試験,レポート・課題,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,60,0,0,0,40,100,,
,基礎的能力,0,30,0,0,0,0,30,,
,専門的能力,0,30,0,0,0,0,30,,
,分野横断的能力,0,0,0,0,0,40,40,,
,,,,,,,,,,

論理回路
,,試験,課題,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,20,0,0,0,10,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,15,0,0,0,0,85,,
,分野横断的能力,0,5,0,0,0,10,15,,
,,,,,,,,,,

設計製図
,,試験,レポート・課題,成果品・実技,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,100,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,100,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

工業力学
,,定期試験,小テスト,レポート・課題,発表,成果品・実技,その他,合計
,総合評価割合,70,10,20,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,10,20,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

技術者倫理
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,0,0,50,0,0,50,100,,
,基礎的能力,0,0,20,0,0,20,40,,
,専門的能力,0,0,30,0,0,30,60,,
,分野横断的能力,0,0,0,0,0,00,0,,
,,,,,,,,,,

実験実習
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,0,0,50,0,50,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,30,0,30,0,60,,
,分野横断的能力,0,0,20,0,20,0,40,,
,,,,,,,,,,

卒業研究
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,0,0,40,20,40,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,20,10,20,0,50,,
,分野横断的能力,0,0,20,10,20,0,50,,
,,,,,,,,,,

電気数学Ⅰ
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,60,0,40,0,0,0,100,,
,基礎的能力,60,0,40,0,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電磁気学
,,試験,発表,演習・課題,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,30,0,0,0,100,,
,基礎的能力,20,0,10,0,0,0,30,,
,専門的能力,50,0,20,0,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電子回路
,,試験,小テスト,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,20,0,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,80,20,0,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

制御回路設計
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,20,0,20,0,0,100,,
,基礎的能力,40,10,0,10,0,0,60,,
,専門的能力,20,10,0,10,0,0,40,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電気法規
,,試験,発表,相互評価,態度,ポートフォリオ,その他,成果物・実技,合計
,総合評価割合,0,0,0,10,0,20,70,100,,
,基礎的能力,0,0,0,10,0,20,40,70,,
,専門的能力,0,0,0,0,0,0,20,20,,
,分野横断的能力,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

電力工学
,,試験,発表,課題・演習,態度,ポートフォリオ,その他,合計
,総合評価割合,50,0,50,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,50,0,50,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

計算機システム
,,試験,課題,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,20,0,0,0,10,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,15,0,0,0,0,85,,
,分野横断的能力,0,5,0,0,0,10,15,,
,,,,,,,,,,

ネットワーク工学
,,試験,小テスト,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,20,0,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,80,20,0,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

制御工学Ⅰ
,,試験,小テスト,レポート・課題,発表,ポートフォリオ,その他,合計
,総合評価割合,80,20,0,0,0,0,100,,
,基礎的能力,80,20,0,0,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

機構学
,,定期試験,小テスト,レポート,発表,成果品・実技,その他,合計
,総合評価割合,70,20,10,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,70,20,10,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

材料力学
