海外研修
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

環境都市工学概論
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,25,0,0,50,25,100,,
,配点,25,0,0,50,25,100,,
,,,,,,,,,

情報処理基礎
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,40,10,0,50,0,100,,
,配点,40,10,0,50,0,100,,
,,,,,,,,,

機械加工基礎実習
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,50,50,0,100,,
,配点,0,0,50,50,0,100,,
,,,,,,,,,

地球・生命科学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

特別学修（専門科目）
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,配点,0,0,0,0,100,100,,
,,,,,,,,,

キャリアデザイン
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

キャリア演習
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

構造力学Ⅰ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,0,0,,
,配点,１００,０,0,０,0,0,,
,,,,,,,,,

海外研修
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

測量学基礎
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

実験実習Ⅰ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,80,20,100,,
,配点,0,0,0,80,20,100,,
,,,,,,,,,

特別学修（専門科目）
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,配点,0,0,0,0,100,100,,
,,,,,,,,,

キャリアデザイン
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

キャリア演習
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

建築計画
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,配点,80,0,20,0,0,100,,
,,,,,,,,,

設計製図Ⅰ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,20,0,20,60,0,100,,
,配点,20,0,20,60,0,100,,
,,,,,,,,,

海外研修
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

測量学応用
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

構造力学Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

水理学Ⅰ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

土質工学Ⅰ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

材料学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

コンクリート構造学Ⅰ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

実験実習Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,50,50,0,100,,
,配点,0,0,50,50,0,100,,
,,,,,,,,,

応用物理Ⅰ
,,試験,小テスト,平常点,レポート,その他,実技試験,合計
,総合評価割合,60,20,15,105,0,0,200,,
,前期,60,15,15,10,0,0,100,,
,後期,0,5,0,95,0,0,100,,
,,,,,,,,,,

特別学修（専門科目）
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,配点,0,0,0,0,100,100,,
,,,,,,,,,

キャリアデザイン
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

キャリア演習
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

建築設計製図Ⅰ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,100,0,100,,
,配点,0,0,0,100,0,100,,
,,,,,,,,,

英語プレゼンテーション基礎
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,40,0,0,50,10,100,,
,配点,40,0,0,50,10,100,,
,,,,,,,,,

海外研修
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

構造力学Ⅲ
,,試験,小テスト,平常点,課題,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

水理学Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

土質工学Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

コンクリート構造学Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

鋼構造学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

計画数理学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,0,0,,
,配点,１００,０,0,０,0,0,,
,,,,,,,,,

情報処理
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

実験実習Ⅲ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,100,0,100,,
,配点,0,0,0,100,0,100,,
,,,,,,,,,

設計製図Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,100,0,100,,
,配点,0,0,0,100,0,100,,
,,,,,,,,,

実務訓練
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,配点,0,0,0,0,100,100,,
,,,,,,,,,

土木工学特論
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,0,0,,
,配点,０,0,0,７０,３０,0,,
,,,,,,,,,

環境生態学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

フィジカルコンピューティング
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,20,80,0,100,,
,配点,0,0,20,80,0,100,,
,,,,,,,,,

ベクトル解析
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,配点,80,0,20,0,0,100,,
,,,,,,,,,

フーリエ解析
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,配点,80,0,20,0,0,100,,
,,,,,,,,,

複素関数論
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,配点,80,0,20,0,0,100,,
,,,,,,,,,

確率統計Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,配点,80,0,20,0,0,100,,
,,,,,,,,,

応用物理Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,60,15,15,10,0,100,,
,配点,60,15,15,10,0,100,,
,,,,,,,,,

特別学修（専門科目）
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,配点,0,0,0,0,100,100,,
,,,,,,,,,

キャリアデザイン
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

キャリア演習
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

建築法規
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,配点,70,0,30,0,0,100,,
,,,,,,,,,

建築設計製図Ⅱ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,100,0,100,,
,配点,0,0,0,100,0,100,,
,,,,,,,,,

建築環境
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,配点,70,0,30,0,0,100,,
,,,,,,,,,

建築史
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,70,0,15,15,0,100,,
,配点,70,0,15,15,0,100,,
,,,,,,,,,

英語プレゼンテーション基礎
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,40,0,0,50,10,100,,
,配点,40,0,0,50,10,100,,
,,,,,,,,,

海外研修
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,50,50,100,,
,配点,0,0,0,50,50,100,,
,,,,,,,,,

耐震工学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

都市計画
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,0,0,,
,配点,１００,０,0,０,0,0,,
,,,,,,,,,

交通工学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,80,20,0,0,0,100,,
,配点,80,20,0,0,0,100,,
,,,,,,,,,

建設環境衛生学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

実験実習Ⅳ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,100,0,100,,
,配点,0,0,0,100,0,100,,
,,,,,,,,,

設計製図Ⅲ
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,100,0,100,,
,配点,0,0,0,100,0,100,,
,,,,,,,,,

卒業研究
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,配点,0,0,0,0,100,100,,
,,,,,,,,,

環境アセスメント
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,60,0,0,40,0,100,,
,配点,60,0,0,40,0,100,,
,,,,,,,,,

環境防災学
,,試験,小テスト,平常点,レポート,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,配点,100,0,0,0,0,100,,
,,,,,,,,,

