スポーツ科学Ⅰ
,,実技試験,筆記試験,相互評価,出欠・見学,ポートフォリオ,その他,合計
,総合評価割合,30,20,0,50,0,0,100,,
,基礎的能力,30,20,0,50,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

芸術
,,試験,課題,発表,態度,ポートフォリオ,その他,合計
,総合評価割合,17,17,66,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,17,17,66,0,0,0,100,,
,,,,,,,,,,

ボランティア活動
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,100,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

特別研修
,,レポート,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,50,50,0,0,0,0,100,,
,基礎的能力,50,50,0,0,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

海外研修Ⅰ
,,レポート,口頭発表,課題,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,100,0,0,0,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

地域貢献
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,100,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

高専生のｺﾐｭﾆｹｰｼｮﾝ入門
,,試験,発表,課題,ポートフォリオ,合計
,総合評価割合,30,10,50,10,100,,
,基礎的能力,30,5,40,10,85,,
,専門的能力,0,0,0,0,0,,
,分野横断的能力,0,5,10,0,15,,
,,,,,,,,

国語総合Ⅰ
,,試験,発表,相互評価,態度,ポートフォリオ,提出物,合計
,総合評価割合,80,0,0,0,0,20,100,,
,基礎的能力,80,0,0,0,0,20,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

コミュニケーション日本語Ⅰ
,,試験,発表,相互評価,態度,ポートフォリオ,提出物,合計
,総合評価割合,50,0,0,0,0,50,100,,
,基礎的能力,50,0,0,0,0,50,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

地理
,,定期試験,レポート,成果品,ポートフォリオ,その他,合計
,総合評価割合,40,40,10,10,0,100,,
,基礎的能力,35,35,5,5,0,80,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,5,5,5,5,0,20,,
,,,,,,,,,

総合英語Ⅰ
,,試験,小テスト,課題,態度,ポートフォリオ,その他,合計
,総合評価割合,50,30,20,0,0,0,100,,
,基礎的能力,50,30,20,0,0,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

コミュニケーション英語Ⅰ
