機械製図
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,0,50,0,0,100,,
,基礎的能力,40,0,40,0,0,80,,
,専門的能力,10,0,10,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械工作実習１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,30,0,70,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,30,0,70,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械工作法１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,ポートフォリオ,その他,合計
,総合評価割合,80,0,20,0,0,0,100,,
,基礎的能力,60,0,0,0,0,0,60,,
,専門的能力,20,0,20,0,0,0,40,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

機械材料１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,80,0,20,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械設計製図１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,40,0,60,0,0,100,,
,基礎的能力,20,0,30,0,0,50,,
,専門的能力,20,0,30,0,0,50,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械工作実習２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,70,30,0,100,,
,基礎的能力,0,0,0,30,0,30,,
,専門的能力,0,0,70,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械要素設計
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,0,50,0,0,100,,
,基礎的能力,30,0,30,0,0,60,,
,専門的能力,20,0,20,0,0,40,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機構学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,20,20,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,50,0,20,10,0,80,,
,分野横断的能力,0,0,0,10,0,10,,
,,,,,,,,,

機械力学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,60,0,30,0,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

材料力学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,50,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,50,50,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械工作法２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,50,0,20,0,0,70,,
,専門的能力,30,0,0,0,0,30,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械材料２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,80,0,20,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

３次元CAD
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,100,0,0,100,,
,基礎的能力,0,0,50,0,0,50,,
,専門的能力,0,0,50,0,0,50,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械設計製図２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,100,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,100,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械設計製図３
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,100,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,100,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械工学実験１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,20,0,80,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,20,0,80,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

機械力学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,60,0,30,0,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

材料力学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,50,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,50,50,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

材料力学３
,,試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,50,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,50,50,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

水力学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,70,0,30,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

水力学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,70,0,30,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

熱力学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み,その他,合計
,総合評価割合,40,0,60,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,40,0,60,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

熱力学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,70,0,30,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

情報処理１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,40,0,60,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,40,0,60,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

計測工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,65,0,20,15,0,100,,
,基礎的能力,25,0,5,0,0,30,,
,専門的能力,40,0,10,15,0,65,,
,分野横断的能力,0,0,5,0,0,5,,
,,,,,,,,,

校外実習（インターンシップ）
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,20,40,40,100,,
,基礎的能力,0,0,10,10,10,30,,
,専門的能力,0,0,5,30,10,45,,
,分野横断的能力,0,0,5,0,20,25,,
,,,,,,,,,

確率統計
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,0,40,0,100,,
,基礎的能力,30,0,0,0,20,0,50,,
,専門的能力,20,0,0,0,15,0,35,,
,分野横断的能力,10,0,0,0,5,0,15,,
,,,,,,,,,,

工業力学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,20,10,0,100,,
,基礎的能力,30,0,10,0,0,40,,
,専門的能力,40,0,10,0,0,50,,
,分野横断的能力,0,0,0,10,0,10,,
,,,,,,,,,

機械工学ゼミナール
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,30,30,40,100,,
,基礎的能力,0,0,10,10,0,20,,
,専門的能力,0,0,10,10,40,60,,
,分野横断的能力,0,0,10,10,0,20,,
,,,,,,,,,

メカトロニクス
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,100,0,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電磁気学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,0,0,40,100,,
,基礎的能力,20,0,0,0,10,30,,
,専門的能力,30,0,0,0,20,50,,
,分野横断的能力,10,0,0,0,10,20,,
,,,,,,,,,

機械工学実験２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,20,0,80,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,20,0,80,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

伝熱工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,70,0,30,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

自動制御
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,20,10,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,60,0,20,0,0,80,,
,分野横断的能力,0,0,0,10,0,10,,
,,,,,,,,,

流体力学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,70,0,30,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

塑性加工工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,50,0,20,0,0,70,,
,分野横断的能力,20,0,0,0,0,20,,
,,,,,,,,,

材料選択の科学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,20,10,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,70,20,10,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

環境工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,30,0,100,,
,基礎的能力,10,0,0,0,10,0,20,,
,専門的能力,60,0,0,0,20,0,80,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

情報処理２
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,100,0,0,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

卒業研究
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,60,40,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,50,30,80,,
,分野横断的能力,0,0,0,10,10,20,,
,,,,,,,,,

